1,166.6256,0.3636364,0
2,84.3522,0.3636364,0
3,95.8352,0.3636364,0
4,127.2058,0.3636364,0
5,90.8077,0.3636364,0
6,108.1984,0.3636364,0
7,104.7887,0.3636364,0
8,101.4818,0.5454546,0
9,95.2898,0.8181818,0
10,110.1461,0.3636364,0
11,148.9365,0.3636364,0
12,159.9703,0.3636364,0
13,177.4954,0.6363636,0
14,325.9368,0.3636364,0
15,293.8714,0.3636364,0
16,423.7577,0.6363636,0
17,512.4233,0.3636364,0
18,692.1201,0.3636364,0
19,374.64,0.3636364,0
20,246.9799,0.3636364,0
21,154.8951,0.3636364,1
22,522.06,0.3636364,1
7,242.0218,0.3636364,1
13,389.7185,0.6363636,1
23,256.3589,0.3636364,1
24,145.4093,0.3636364,1
25,216.9451,0.5454546,1
26,144.6058,0.8181818,1
27,446.2112,0.6363636,1
28,81.9313,0.3636364,1
13,72.5758,0.6363636,1
19,64.9661,0.3636364,1
29,77.517,0.3636364,1
30,86.6788,0.3636364,1
31,116.6597,0.6363636,1
32,72.9624,0.8181818,1
33,64.5055,0.3636364,1
34,97.5858,0.3636364,1
13,120.2229,0.6363636,1
16,181.6674,0.6363636,1
35,175.5442,0.8181818,2
36,116.8668,0.6363636,2
27,174.954,0.6363636,2
32,248.9388,0.8181818,2
37,210.4273,0.6363636,2
38,172.2334,0.3636364,2
13,167.8299,0.6363636,2
13,160.9061,0.3636364,2
39,102.5744,0.3636364,2
40,107.1272,0.3636364,2
41,95.0386,0.8181818,2
42,111.5327,0.8181818,2
32,95.2719,0.8181818,2
34,100.9088,0.3636364,2
43,75.4999,0.6363636,2
44,79.1661,0.6363636,2
19,76.5166,0.3636364,2
32,77.0744,0.8181818,2
26,263.8828,0.8181818,2
13,177.7101,0.3636364,2
45,98.3019,0.3636364,3
46,147.9787,0.3636364,3
47,102.4412,0.6363636,3
48,78.5417,0.3636364,3
32,77.1805,0.8181818,3
35,93.0133,0.8181818,3
49,85.7621,0.8181818,3
50,84.4375,0.8181818,3
32,79.4405,0.8181818,3
44,76.4886,0.3636364,3
51,80.49,0.8181818,3
52,80.4718,0.6363636,3
43,79.2773,0.6363636,3
26,94.7707,0.8181818,3
53,84.4175,0.8181818,3
54,88.9337,0.8181818,3
32,78.7437,0.8181818,3
32,83.6089,0.8181818,3
55,78.8871,0.8181818,3
56,96.088,0.6363636,3
57,84.0912,0.8181818,4
58,80.3856,0.8181818,4
59,87.2205,0.8181818,4
60,76.7491,0.3636364,4
61,106.6886,0.3636364,4
62,83.8312,0.3636364,4
63,95.4844,0.8181818,4
64,94.7026,0.8181818,4
65,90.6744,0.3636364,4
66,74.7684,0.3636364,4
67,75.2064,0.8181818,4
68,76.7876,0.8181818,4
32,85.5966,0.8181818,4
32,89.747,0.8181818,4
69,91.822,0.3636364,4
70,100.816,0.3636364,4
32,126.7826,0.8181818,4
35,401.7814,0.8181818,4
71,175.4161,0.8181818,4
72,95.5517,0.8181818,4
73,91.2902,0.8181818,5
74,132.6248,0.8181818,5
75,289.1543,0.8181818,5
76,477.4844,0.8181818,5
77,490.6413,0.8181818,5
78,738.1577,0.8181818,5
79,360.6633,0.3636364,5
80,301.4471,0.3636364,5
81,223.484,0.8181818,5
82,236.6692,0.8181818,5
83,395.5401,0.8181818,5
84,410.1182,0.8181818,5
58,307.6256,0.8181818,5
64,1468.4747,0.8181818,5
68,715.925,0.8181818,5
59,218.7312,0.8181818,5
72,223.6505,0.8181818,5
32,233.5831,0.8181818,5
32,238.672,0.8181818,5
32,240.7849,0.8181818,5
58,230.3229,0.8181818,6
78,234.2146,0.8181818,6
85,235.0123,0.8181818,6
86,241.5,0.8181818,6
64,281.8716,0.8181818,6
32,232.0808,0.8181818,6
87,259.4116,0.8181818,6
88,481.9368,0.8181818,6
59,486.2643,0.8181818,6
76,159.9232,0.8181818,6
58,162.0502,0.8181818,6
84,152.022,0.8181818,6
89,118.5336,0.8181818,6
90,118.7961,0.8181818,6
91,99.3757,0.8181818,6
92,106.0366,0.8181818,6
74,121.5583,0.8181818,6
84,87.7965,0.8181818,6
93,98.6077,0.3636364,6
94,73.6766,0.8181818,6
91,70.7677,0.8181818,7
89,86.998,0.8181818,7
95,76.9384,0.8181818,7
96,85.9925,0.8181818,7
74,96.2738,0.8181818,7
84,92.3035,0.8181818,7
85,75.1678,0.8181818,7
84,84.82,0.8181818,7
97,74.2215,0.8181818,7
98,71.9597,0.8181818,7
99,74.4118,0.8181818,7
100,73.734,0.8181818,7
101,80.1682,0.8181818,7
102,85.6171,0.8181818,7
32,68.1516,0.8181818,7
92,69.8241,0.8181818,7
103,79.1533,0.8181818,7
104,69.2592,0.8181818,7
105,71.4995,0.8181818,7
106,71.2995,0.8181818,7
107,79.5556,0.8181818,8
108,87.3277,0.8181818,8
101,80.8807,0.8181818,8
106,73.502,0.8181818,8
32,69.6746,0.8181818,8
95,70.0289,0.8181818,8
